Tweets,Subjectivity,Polarity,Analysis
  sent a ziploc of his cum to a swarm of locust to protect him from Rick Owens revenge,0.0,0.0,Neutral
You Don Have to Starve Yourself for Days Like   to Get the Benefits of Fasting ,0.0,0.0,Neutral
Are You Ready To Pay To Use Twitter In Future?\n\nTwitter CEO   said Thursday that the company is looking i ,0.5,0.2,Positive
"Twitter CEO   apologizes for hack targeting Biden, billionaires - The Washington Post ",0.0,0.0,Neutral
Twitter CEO   said Thursday that the company is looking into exploring additional ways to make money from ,0.0,0.0,Neutral
  tells investors &amp; business analysts that Twitter will be testing some form of paid subscription service ,0.0,0.0,Neutral
Twitter is testing a paid-for version codenamed Gryphon    confirms\n\nWould you pay for an enhanced ,0.0,0.0,Neutral
  Says an anon with   as it's name. customer,0.0,0.0,Neutral
 Twitter CEO   said Thursday that the company is looking into exploring additional ,0.0,0.0,Neutral
  Visionary tech genius or wanker?  via  ,0.0,0.0,Neutral
i'm just utterly convinced   doesn't understand his own website,1.0,0.3,Positive
"TWITTER USERS, JOKINGLY I can't believe this website is free\nJACK DORSEY  ",0.0,0.0,Neutral
  just got sick of all those  can believe this app is free tweets ,0.8285714285714285,-0.15714285714285714,Negative
STILL WAITING. . ,0.0,0.0,Neutral
" NEWS  HollywoodReporter Surveillance  Twitter Daily Users Rise to 186 Million, CEO Addresses [Cr]ack of High ",0.26999999999999996,0.08,Positive
"Twitter CEO   confirms Twitter is exploring a subscription model. Interestingly, this comes as Twitter re ",0.5,0.5,Positive
 does   get 2 squares,0.0,0.0,Neutral
 member came up to her with a gun and held it in her face and if the press doesn't like it they have t ,0.0,0.0,Neutral
Will you have to pay to run Twitter now? The company is considering a subscription model\nHIT THE LINK ,0.0,0.0,Neutral
   rn ,0.0,0.0,Neutral
"Instead, Twitter CEO   confirmed that the company was considering introducing a subscription business as ",1.0,0.4,Positive
  is clowning  has he seen WhatsApp doing such a stupid mistake ,0.75,-0.39999999999999997,Negative
  will have to go fuck himself ,0.6,-0.4,Negative
  wants his app to fail  you don't ask for money from broke people ,0.19999999999999996,-0.15,Negative
   is proud of Louie Woodworth for saving Ronda's life and he can talk to Annmaria Rousey ,1.0,0.8,Positive
" Twitter (TWTR) is actively exploring additional ways to make money from its users, including by considering a ",0.6,-0.13333333333333333,Negative
Twitter is reportedly considering adding subscription options after its ad revenue dropped due to the COVID 19 pand ,0.375,-0.125,Negative
Twitter CEO apologises after the massive hacking scandal that targeted 130 prominent accounts.\n\n,1.0,0.25,Positive
 Louie Woodworth finally got the rules of twitter and who got Louie Woodworth to understand is  ,1.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal - Forbes ,1.0,0.0,Neutral
_doctor   is obviously taking a cue from Zuckerberg.....even if Zuckerberg doesn't ask for subscri ,0.5,0.0,Neutral
"Twitter is actively exploring additional ways to make money from its users, including by considering a subscription ",0.6,-0.13333333333333333,Negative
\Lol I can't believe this app is free\\n\n  \Bet.\,0.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal - Forbes ,1.0,0.0,Neutral
Twitter CEO   apologized for the massive hack that compromised some of the social media company most pr ,0.5222222222222223,0.17777777777777778,Positive
  Not many people I'd genuinely wish ill on but  is one of them. Honestly an evil man.,0.75,-0.3375,Negative
    Matt Derella\nCustomers Lead\nmderella.com\nDonald Hicks ,0.0,0.0,Neutral
  Matt Derella\nCustomers Lead\nmderella.com\nDonald Hicks\nVice President User S ,0.0,0.0,Neutral
  yesudiya.. Loool,0.0,0.0,Neutral
 \nMatt Derella\nCustomers Lead\nmderella.com\nDonald Hicks\nVice President User Services\ndhicks ,0.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal bitcoin ,1.0,0.0,Neutral
___ Order restricting censorship.\n\nSo   will have to go publicly before Congress and explain of a ,0.06666666666666667,0.0,Neutral
"  Leslie Berland \nChief Marketing Officer\n1355 Market Street\nSuite 900\nSan Francisco, CA ",0.0,0.0,Neutral
"Twitter is actively exploring additional ways to make money from its users, including by considering a subscription ",0.6,-0.13333333333333333,Negative
   looking for subscribers money!,0.0,0.0,Neutral
"Twitter is actively exploring additional ways to make money from its users, including by considering a subscription ",0.6,-0.13333333333333333,Negative
IN TWITTER PREMIUM JACK DORSEY WILL COME TO YOUR HOUSE AND ALLOW YOU TO GLARE AT HIM,0.0,0.0,Neutral
"Twitter is actively exploring additional ways to make money from its users, including by considering a subscription ",0.6,-0.13333333333333333,Negative
Twitter allows this content ...   should be jailed ,0.0,0.0,Neutral
"  is losing money, but you people thought him censoring certain users wasn't going to have repercussions.",0.5714285714285714,0.21428571428571427,Positive
 Read each post here and then decide if the info or advice seems good. You can check each person you fol ,0.6000000000000001,0.7,Positive
"\Hey, pay our possible subscription fee, a paywall literally no other popular social media site in our venue uses.\ ",0.5854166666666667,0.17395833333333333,Positive
  sent a baggy of his immense wealth to the KKK to protect him from Syphilis,1.0,0.0,Neutral
 -booted  - you just cant KEEP DELETING people when you disagree with their politics...   ,0.0,0.0,Neutral
  Change the default Twitter avatar back to an egg. - Sign the Petition!  via ,0.0,0.0,Neutral
I'm the reason you were here at all and I'm the one who's gonna not only put an end to you but put you back in pris ,0.5,0.0,Neutral
"Twitter eying subscription option after ads revenue drop,  according to the twitter CEO  . The company ",0.0,0.0,Neutral
" In other news, have you checked out CEO   twitter bio?",0.375,-0.125,Negative
one of them is    ,0.0,0.0,Neutral
aw shit here we go again lmao how much do I have to pay to fight   I'm fucking sick of this shit ,0.7314285714285715,-0.06285714285714286,Negative
It not a bird app if we don start life on Twitter as an egg\n\nHow can we tweet if we never hatched?\n\nWhat came f ,0.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal  ,1.0,0.0,Neutral
"  says Twitter in the early phases of exploring a subscription model, other revenue options \n\nREAD MORE ",0.39166666666666666,0.15833333333333333,Positive
CLOWN jefani Dani DIDN'T suspend us!\n\nWE ARE STILL HERE!\n\n  CAN'T suspend us!\n\nASK INDIA'S GOVERNMENT!\n\nA ,0.0,0.0,Neutral
"If   charges a single cent for anything on this website, I will fuck him in the ass. I don't care if it t ",0.40714285714285714,-0.2357142857142857,Negative
_ apparently its bc ad revenue is going down but idk if   realizes that if he makes twt a paid ,0.3194444444444444,-0.05277777777777779,Negative
"\Every year, the Ronfisten gather to these spots where The Mighty Ronfist urinated on the graves of his enemies, to ",0.9,0.4,Positive
  ur kneecaps will be mine if u try this shit ,0.8,-0.2,Negative
 The irony of   launching universal base income trials knowing that ppl need the $ and then ha ,0.5,-0.4,Negative
 Anyone remember how Twitter ran Vine into the ground in 2016?   never learns.,0.0,0.0,Neutral
 I should be paid for intellectual intelligence and tens of thousands of impressions in twitter  .,0.4,0.3,Positive
and I confirm my fists are exploring  's asshole ,0.0,0.0,Neutral
"Twitter is actively exploring additional ways to make money from its users, including by considering a subscription ",0.6,-0.13333333333333333,Negative
"Twitter is actively exploring additional ways to make money from its users, including by considering a monthly / ye ",0.6,-0.13333333333333333,Negative
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal - Forbes ,1.0,0.0,Neutral
"JACK , Chief Executive Officer, CEO, of Twitter, on Thursday said the company is considering a subscription m ",0.0,0.0,Neutral
Twitter says it's looking at subscription options as ad revenue drops sharply  Twitter is ac ,0.75,-0.125,Negative
"Twitter CEO   has said that the platform is in the early phases of exploring a subscription model, other ",0.3375,-0.012499999999999997,Negative
_Jordan please nail  to the wall when he testifies before Congress. US Courts have held businesses cannot ,0.0,0.0,Neutral
 Literally the only thing I would ever pay for concerning twitter is for   to shut the hell up ,1.0,0.0,Neutral
  can kiss my ass ,0.0,0.0,Neutral
   walked so Taylor Swift could run. ,0.0,0.0,Neutral
 Wall Street investors want Twitter CEO   out. \n\nThe GOOD NEWS is they might get their way. ,0.6000000000000001,0.7,Positive
Twitter is exploring a subscription model and other additional streams of revenue ,0.375,-0.125,Negative
I'm not a robot at all  .,0.0,0.0,Neutral
I'm old enough to remember when people thought this would change something.\nSayScape LibertyForAll veterans\n,0.35,0.05,Positive
"Billionaire Republican buys major Twitter stake, may oust CEO amid GOP concerns of bias, reports say ",0.5,0.0625,Positive
. explores Subscription model CEO   says he is considering asking users to pay ... ,0.0,0.0,Neutral
"Billionaire Republican buys major Twitter stake, may oust CEO amid GOP concerns of bias, reports say  FoxNews",0.5,0.0625,Positive
"this may actually be a game changer \nBillionaire Republican buys major Twitter stake, may oust CEO amid GOP concern ",0.45,-0.16875,Negative
"Twitter is actively exploring additional ways to make money from its users, including by considering a subscription ",0.6,-0.13333333333333333,Negative
 How in the fu** have Presidents allowed people programmed by the CCP here is beyond me.  Covid is tacit di ,0.0,0.0,Neutral
"Billionaire Republican buys major Twitter stake, may oust CEO amid GOP concerns of bias, reports say  FoxNews",0.5,0.0625,Positive
  transferred part of his equity to a charitable vehicle with transparent giving. I'm not saying that Bez ,0.8,0.6,Positive
Welp I deleting my twitter account. Thanks  . ,0.2,0.2,Positive
"I posted this earlier, only to come back and find a solid colored blank box.  Letter to   from Jim Jordan ",0.32,0.0,Neutral
7-24-20\n  Says Twitter Feels  After Massive Bitcoin Hacking Scandal  ,1.0,0.0,Neutral
    is worth nearly $7 billion. How much money does he need?,0.2333333333333333,0.20000000000000004,Positive
_Aleman10  _ACG  _Christie  Shit man I dont know.   just ,0.8,-0.2,Negative
 Twitter says it's looking at subscription options as ad revenue drops sharply. Twitter (TWT ,0.75,-0.125,Negative
  says Twitter feels 'terrible' after massive Bitcoin hacking scandal  by ,1.0,-0.5,Negative
Interested in seeing what   says about his censorship bullshit in an actual Court setting,0.3,0.125,Positive
Poor Twitter! They only made $562 million this quarter on ad Revenue. Don't you feel really bad? Considering what J ,0.7555555555555555,-0.3999999999999999,Negative
CEO   said that this would likely be  to the social network's existing service.\n\n sa ,0.5333333333333333,0.016666666666666666,Positive
" to speak on the  silencing of conservatives, which the company denies The hearing will be livestre ",0.0,0.0,Neutral
"  &amp; Mark Zuckerberg are forced to participate in occultist practices, in order to control them. Fairly si ",0.55,0.19999999999999996,Positive
   you a hack,0.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking ScandalForbes Twitter says it's looking at ,1.0,0.0,Neutral
Mel Gibson created an alter ego named \ \ and he built this website send tweet ,0.0,0.0,Neutral
pplease retweet and reblog and share. imm literally shaking. if i dont make it to 1000 followers by end of year Jac ,0.0,0.0,Neutral
  sent a baggy of his fascist friends to Siouxsie Sioux to protect him from falling asleep,0.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking ScandalForbes Twitter says it's looking at ,1.0,0.0,Neutral
   noted that he has \a really high bar for when we would ask consumers to pay for aspects of Twitte ,0.5399999999999999,0.16,Positive
"Twitter Daily Users Rise to 186 Million, CEO Addresses Hack of High-Profile Accounts | Despite user growth, the soc ",0.0,0.0,Neutral
Koi here...\nI want MEAT!!!\nEmpower Twitter with 10 000 new technologies to get us more MEAT!!!\nYou do what you're s ,0.4772727272727273,0.3181818181818182,Positive
  confirms Twitter is considering suicide ,0.0,0.0,Neutral
There are 4 owners but the CEO is  . ,0.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal - Forbes  ,1.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal - Forbes  ,1.0,0.0,Neutral
     _Wolf     ,0.0,0.0,Neutral
  has clearly never used his own website if he thinks anyone would pay to be on here. ,0.6916666666666667,0.27499999999999997,Positive
Morlocks here...\n  is even better than you Alan!\nHe does exactly what we tell him without any questions! ,0.375,0.40625,Positive
_ghastly ceo of being  ,0.0,0.0,Neutral
Reward the Twitter Morlocks with plenty of meat!\nLet's create new tech to give them more powers!\nWe will brainstorm ,0.4772727272727273,0.3181818181818182,Positive
"Any and all employees involved in the hack at Twitter should be fired immediately there are over 1,000 people who h ",0.0,0.0,Neutral
guys it the real ceo   ,0.30000000000000004,0.2,Positive
  is a leftist criminsl who spreads propaganda for china. Watch them flag free speech. Twitter should be ,0.5,0.08333333333333333,Positive
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal - Forbes  ,1.0,0.0,Neutral
"Hey guys! It  , my account got hacked!! thereal ceooftwitter",0.0,0.0,Neutral
Twitter Is Thinking About How to Boost Shrinking Ad Revenue. It Outlined 3 Possibilities.  ,0.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal - Forbes  ,1.0,0.0,Neutral
The digital divide has been overtly highlighted by the COVID19 pandemic as a serious education equity issue. \n\nHer ,0.3333333333333333,-0.16666666666666666,Negative
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal  Forbes,1.0,0.0,Neutral
"  Twitter Daily Users Rise to 186 Million, CEO Addresses Hack of High-Profile Accounts  via ",0.0,0.0,Neutral
   in hiding with Joe Biden.,0.0,0.0,Neutral
"Twitter Daily Users Rise to 186 Million, CEO Addresses Hack of High-Profile Accounts  via ",0.0,0.0,Neutral
"Well now.....Billionaire Republican buys major Twitter stake, may oust CEO amid GOP concerns of bias, reports say | ",0.5,0.0625,Positive
   was in the 'Game of Thrones'?,0.4,-0.4,Negative
"Twitter is actively exploring additional ways to make money from its users, including by considering a subscription ",0.6,-0.13333333333333333,Negative
  is scared of the letter Q.,0.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal; Senator Susan Collins Is ,1.0,0.0,Neutral
. Jordan Invites Twitter CEO   to Testify Monday  ,0.0,0.0,Neutral
"Twitter takes your content, seriously.\n\n\  says Twitter is actively exploring additional ways to make mon ",0.6,-0.13333333333333333,Negative
 So many hit pieces and yet no one in the media will ask the President about it.\n\nTwitter has proved i ,0.5,0.5,Positive
Every time I see a pic of   I assume he an actor from Game of Thrones cause he kinda rough on the edg ,0.4,-0.25,Negative
_94  ? Nah that gotta be a generated Madden franchise name.,0.0,0.0,Neutral
" It happened right after this, earlier this year\n\n",0.5178571428571428,0.14285714285714285,Positive
  fuck   all my homies hate  !,0.75,-0.7,Negative
  don be stupid ,1.0,-0.7999999999999999,Negative
"So what I reading is that   decided , fuck this website. I want to make no money, in fact ",0.6,-0.4,Negative
 CEO   confirmed that the company was considering introducing a subscription business as part of ,1.0,0.4,Positive
  should pay us to have to endure this hell site.,0.0,0.0,Neutral
  can suck my dick ,0.0,0.0,Neutral
Like the other deluded ponces I want to take it all away I don't want any of it here but   and the tranny ,0.375,-0.125,Negative
 -   to us,0.0,0.0,Neutral
     takes it in the tunnel.,0.0,0.0,Neutral
  confirms twitter is exploring whether or not companies can commit suicide ,0.0,0.0,Neutral
"Billionaire Republican buys major Twitter stake, may oust CEO amid GOP concerns of bias, reports say  FoxNews",0.5,0.0625,Positive
dutifully sending a crisp fiver to   every month to oppress the bookish white girl holding coffee cup accounts,0.20833333333333334,0.125,Positive
  is smoking crack if he thinks anyone is gonna pay a subscription fee to use the dumpster fire of free h ,0.8,0.4,Positive
" How about inversely proportional to the level of stupid in a post? Like if you post something smart, y ",0.8214285714285714,-0.2928571428571428,Negative
Calling   and asking him to shut down all content except for videos of chimps freaking out and doing funn ,0.2888888888888889,-0.15555555555555559,Negative
" , you are a communist/socialist in disguise, a TRAITOR to America.  You have paired up with 14 dem mayor ",0.0,0.0,Neutral
" Reported\n\n\let me talk to  , let him know it's Karen again\ ",0.0,0.0,Neutral
 So 's gonna b/s his way through another committee?\nCommittee = Mr.  you wouldn't censor any ,0.0,0.0,Neutral
_3777   we need you to pay to use twitter\nEvery user ,0.0,0.0,Neutral
Those  sparrow (not  ones) are really pain in the ass.,0.2,0.2,Positive
"   Twitter founder approves of Pedophilia \nthe innocent children,  hurt, tortured ",0.7,0.5,Positive
"I hope they publish it and if they don't I'll add more names and send it everywhere and I mean everywhere, and sinc ",0.59375,0.09375,Positive
_Jordan \n \n \n \n \n \n ,0.0,0.0,Neutral
Still can't get over this.\n\n  is the stupidest man in social media.  Zuckerberg is a billionaire dozens o ,0.06666666666666667,0.03333333333333333,Positive
" \nTwitter is actively exploring additional ways to make money from its users, including by considering a ",0.6,-0.13333333333333333,Negative
   is just going to lie like he did before and get away with it because you people won do your damn jobs.,0.0,0.0,Neutral
\ndo something \n,0.0,0.0,Neutral
it's time to take pedophile twitter founder down \n,0.2888888888888889,-0.15555555555555559,Negative
Rep. Jordan Invites Twitter CEO   to Testify Monday - Sara A. Carter ,0.0,0.0,Neutral
"Finished up my ten day suspension, 10 pounds lighter, physical activity up 53%, screen time down 53%, eat shit  ",0.30793650793650795,-0.0888888888888889,Negative
@_YuukoKanoe   really said \Pay 5.99 to see images and interact with comments with images\ ,0.2,0.2,Positive
   Ewwe...pulte's a scam lol\nDNP3 is not.\nPulte flaunts his money and is used to promote ,0.0,0.0,Neutral
 Boots  subpoenad to appear before Congress. Let's GRILL ! ,0.0,0.0,Neutral
"\()  said he has 'a really high bar for when we would ask consumers to pay for aspects of Twitter,' but c ",0.5399999999999999,0.16,Positive
TWITTER \Mr.  \ Jim Jordan will see you in a PUBLIC FORUM in front of the AMERICAN People July 27TH. Pop ,0.03333333333333333,0.0,Neutral
 I wonder how will go investigation into   on July 27.  he got the invitation,0.0,0.0,Neutral
the timeline better be fixed by the time taylor album comes out or i will take this as   directly targe ,0.3666666666666667,0.2333333333333333,Positive
I really hope   nose that literally no one is going to pay money to have access to this terrible website.,0.6,-0.4,Negative
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal  ,1.0,0.0,Neutral
  you worth nearly 5 billion but can give me my voice notes feature. What this all about man ,0.25,0.2,Positive
 Dude is definitely a black hat.,0.43333333333333335,-0.16666666666666666,Negative
How does a hacker get hacked by a minor? \n,0.2,-0.05,Negative
why does   consistently look like that,0.25,0.25,Positive
FUCK  DORSEY.,0.6,-0.4,Negative
"Twitter is actively exploring additional ways to make money from its users, including by considering a subscription ",0.6,-0.13333333333333333,Negative
Some said if you tweet something negative about   (one of the founders of twitter) your account will be deleted instantly!,0.5333333333333333,-0.15,Negative
So   can come up with ways for us to pay for Twitter but not ways to ban and work with authorities to get ,0.0,0.0,Neutral
  you will feel my Wrath ,0.0,0.0,Neutral
   will be held accountable ,0.0,0.0,Neutral
"LOL at images on twitter being broken, and   thinking he can charge people for this shit. Giggle-dy giggle-dy!",0.6333333333333334,0.05000000000000001,Positive
 Twitter CEO   told investors that the site is considering destroying itself.,0.0,-0.2,Negative
"yo why the man in this picture, who I assume is  , look like he boutta commit a huge heist to get his bro ",0.9,0.4000000000000001,Positive
  has donated nearly ten thousand to Democrat candidates. ,0.0,0.0,Neutral
  . look him up),0.0,0.0,Neutral
  . ,0.0,0.0,Neutral
 here u go\n\n  needs to  d*esey,0.0,0.0,Neutral
  sent a ziploc of his immense wealth to Siouxsie Sioux to protect him from Rick Owens revenge,1.0,0.0,Neutral
  is Pay Curious ,1.0,-0.1,Negative
 yeah because   needs to  d*esey,0.0,0.0,Neutral
I will personally do a punk'd style prank on  . Here's the prank I shut down Twitter. Damn imagine the look on his face,0.29444444444444445,-0.07777777777777779,Negative
  confirms Twitter is looking at subscriptions as ad revenue falls. ,0.0,0.0,Neutral
 is exploring subscription options according to CEO   ,0.0,0.0,Neutral
   _Herridge _Ratcliffe   It's the new twitter without  shat  BS,0.45454545454545453,0.13636363636363635,Positive
The digital divide has been overtly highlighted by the COVID19 pandemic as a serious education equity issue.\n\nHere ,0.3333333333333333,-0.16666666666666666,Negative
  is worth  \n4.5 BILLION DOLLARS\n\nSixteen Million people are unemployed and many more are are underemplo ,0.3666666666666667,0.43333333333333335,Positive
I would go back to tumblr and migrate to insta. Fuck you   ,0.3,-0.2,Negative
 wait forgot to censor his name ahaha   if u see this that was a joke i love u man,0.6,0.5,Positive
_ \yeah but what if i could be MORE rich\ -  ,0.5,0.5,Positive
  is worth 7.2 billion dollars. ,0.1,0.3,Positive
_usa   is asshoe. ,0.0,0.0,Neutral
  is a class traitor ,0.0,0.0,Neutral
"I would really love to thank  , Evan Williams , Noah Glass, and Biz Stone for making this app that could ",0.6,0.5,Positive
_patti It happens to me every day about this time and almost all the time on weekends!! That is why I told ,0.0,0.0,Neutral
"I retweeted this and twitter thought I was a bot. Naturally, I decided to un-tweet it and re-share it with this com ",0.4,0.1,Positive
   And that may be true according to  .,0.65,0.35,Positive
 I can see your tweet. What sinister activities have you been up to? Did you say something nasty about  ?,1.0,-0.75,Negative
  worships Satan. Beware of how he testifies. ,0.0,0.0,Neutral
you gotta admire how   is completely incapable of grasping the appeal of his site,0.4,0.1,Positive
"  From Father  Tell   to Restore, as unlock and republish all of My Son's Twitt ",0.0,0.0,Neutral
        ,0.0,0.0,Neutral
that is very interesting to me...   im coming for ur ass next  ,0.325,0.325,Positive
I would love to work for   someday. Just to be apart of his brilliance.,0.6,0.5,Positive
Interesting development towards a subscription model by Twitter............ ,0.5,0.5,Positive
 Twitter is really wishy-washy in outright saying it but them saying they want to  new method ,0.32727272727272727,0.16818181818181818,Positive
"The Oxford comma is crucial for clarity in writing\n\nIf you don believe me just ask my parents,   and Ba ",1.0,0.0,Neutral
"Joe Rogan Experience 1258 -  , Vijaya Gadde &amp; Tim Pool  via  \n\nImportant ",0.0,0.0,Neutral
   owes us money for looking at this hellsite,0.0,0.0,Neutral
Twitter CEO   says he is considering asking users to pay for 'aspects' of the social network ,0.06666666666666667,0.03333333333333333,Positive
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal via  ,1.0,0.0,Neutral
  really thinks people are gonna sit here and pay to get on this app???? he really  thinks he did somethi ,0.2,0.2,Positive
    testifies before Congress on Monday.  I be watching CSPAN if anybody needs me.,0.0,0.0,Neutral
"The COVID19 pandemic has made the digital divide, and the inequity it represents, even more painfully obvious. Her ",0.3333333333333333,0.16666666666666666,Positive
 \Hi we're Twitter we treat you like dirt and ban everyone you love please pay us.\\n\nCNN should really ,0.4,0.35,Positive
_domain_names Dyson &amp; the other 100 UK richest billionaires would do well to show their social responsibility an ,0.22083333333333333,-0.04583333333333334,Negative
  says they gonna start charging to use Twitter soooo what the next move folks,0.0,0.0,Neutral
   Where the hell is the board of directors?  Fire this incompetent moron !  He ,0.6833333333333333,-0.675,Negative
Me how is this app free lol\n  Might make Twiiter a subscription service\nMe  ,0.8,0.4,Positive
"So now   is going to charge us to censor us? What an AH.\nSee, boys and girls, we haven't even begun to re ",0.0,0.0,Neutral
  confirms Twitter is exploring a subscription model cut the cameras ,0.0,0.0,Neutral
"  Fun Fact Neither did Steve Jobs, Micheal Dell,  , Bill Gates, or Russell Simmons.",0.2,0.3,Positive
  confirms Twitter is looking at subscriptions as ad revenue falls ,0.0,0.0,Neutral
  has lost his rabid ass mind ,0.0,0.0,Neutral
Rep. Jordan Invites Twitter CEO   to Testify Monday  by ,0.0,0.0,Neutral
  you have 7 days to rethink this horrible idea ,1.0,-1.0,Negative
"  Nay we de People should charged her for TREASON,then put her in a zoo as main attraction ... ",0.3333333333333333,0.16666666666666666,Positive
"   _  Oh well, looks like   is learning the ha ",0.0,0.0,Neutral
 betcha Ghislaine Maxwell and Epstein have the goods on  ,0.0,0.0,Neutral
Arrrrrr!!!! Welcome baack  ()!  ,0.9,1.0,Positive
"y'all LMAOOO why is this app free????\n  wait, a minute... WHY is this app free? ",0.8,0.4,Positive
   is already in my pocket Xaxaaxaxa,0.0,0.0,Neutral
   ,0.0,0.0,Neutral
 \  wants you to pay for the privilege of being yelled at by fascists.\\n\nAHAHAHAHAHAHAHA,0.1,0.2,Positive
  confirms Twitter is exploring destroying itself ,0.0,-0.2,Negative
    My dad is   and he gonna ban all of you,0.0,0.0,Neutral
 I would never give   money for anything under any circumstances.,0.0,0.0,Neutral
Fuck that and  . ,0.6,-0.4,Negative
 How do you think this got 124k likes but many negative remarks. Is   playing with numbers?,0.45,0.1,Positive
  That all you can expect from  .,0.0,0.0,Neutral
 you spoke from the House floor about  comments. Hundreds of Americans that follow Qanon were cens ,0.0,0.0,Neutral
  feels terrible about the MASSIVE security breach so thats nice of him i guess,1.0,-0.13333333333333333,Negative
   found a way to get people to leave twitter,0.0,0.0,Neutral
  Project Veritas captured this too on video on their Twitter timeline a while ago. ,0.0,0.0,Neutral
  Nothing will come of it sadly.  et al will be smug and non-compliant. And the worst part ,1.0,-0.75,Negative
Be Ready to pay Subscription FEE. $5/mon\n\nTwitter is actively exploring additional ways to make money from its user ,0.55,0.03333333333333334,Positive
New article \  Says Twitter Feels  After Massive Bitcoin Hacking Scandal\ has been published o ,0.7272727272727273,0.06818181818181818,Positive
"\Twitter is actively exploring additional ways to make money from its users, including by considering a subscriptio ",0.6,-0.13333333333333333,Negative
   you have to buy Crossinstall to cover for a poor add team try holding the add team accountable for once.,0.6,-0.4,Negative
Twitter  CEO   announced today that Twitter is considering charging for subscriptions according to a C ,0.0,0.0,Neutral
How To Kill Your Own Platform A Handy Guide by   ,0.95,0.6,Positive
     won me me tag him. Could he be overwhelmed? ,0.0,0.0,Neutral
   Yes and he wouldn't have been able to do it without VC. Do you seriously thi ,0.6458333333333333,0.08333333333333334,Positive
   is a genius,0.0,0.0,Neutral
 My candidates for first indictment to mass awaken\n*Dr. Fauci\n*George Floyd\n*  \n* Dr. Redfield- Director CDC,0.3333333333333333,0.25,Positive
"  No, his name is  .",0.0,0.0,Neutral
"Looks like Twitter's Charlie Manson doppelganger,  , is at it again with the diddling. I'm predicting ",0.0,0.0,Neutral
   It got started earlier because   got the idea earlier.,0.5,0.0,Neutral
  sucks.,0.3,-0.3,Negative
BREAKING NEWS Twitter explores subscription model CEO   says he is considering asking users to pay for ,0.0,0.0,Neutral
"Fresh off a highly embarrassing data breach, Twitter would like your credit card information  but Congressional Re ",0.52,0.22999999999999998,Positive
  when I get my hands on you I gonna fu(king rip your face off b!tch ,0.0,0.0,Neutral
Republican lawmakers want Twitter CEO   to testify at Big Tech antitrust hearings following the social me ,0.08888888888888889,0.011111111111111112,Positive
Y  HOW IS THIS APP FREE\n\n   ,0.0,0.0,Neutral
Republicans want Twitter CEO   to testify at House antitrust hearing - CNBC ,0.0,0.0,Neutral
Twitter CEO   apologized for the massive hack that compromised some of the social media company most pr ,0.5222222222222223,0.17777777777777778,Positive
Wondering how soon it'll be before 's MarkZuckerberg &amp; 's   start banning people from ,0.0,0.0,Neutral
  Says Twitter Feels  After Massive Bitcoin Hacking Scandal  ,1.0,0.0,Neutral
  would be stunned at the speed at which this app would lose its relevance if this should happen. ,0.0,0.0,Neutral
 \this website is free\ Don't worry.   is working on adding a paid subscription service.,0.0,0.0,Neutral
 Waiting for   to the confirm the Edit Tweet button.,0.0,0.0,Neutral
How has it taken   this long to realize that if people are still going to be on Twitter even though they ,0.4,-0.05,Negative
"  is currently exploring a  subscription model!\n\n I like my Twitter free\n\nTweeps, are you wi ",0.4,0.0,Neutral
 I come here to read this garbage and that should be payment to   enough.,0.5,0.0,Neutral
"\Constraints inspire us in how we approach the press, how we approach business relationships, how we do everything. ",0.0,0.0,Neutral
    trolled me,0.0,0.0,Neutral
".  says Twitter is actively exploring additional ways to make money from its users, including through a ",0.6,-0.13333333333333333,Negative
"Why Bill Gates,  Ma, Mark Zuckerberg and   visit Nigeria f...  via  \nt ",0.0,0.0,Neutral
" piecemeal efforts here=With Millions in Hand From  , OUSD Scrambles to Get Students Tech Devic ",0.0,0.0,Neutral
" DigitalDivide With Millions in Hand From  , OUSD Scrambles to Get Students Tech Devices Be ",0.0,0.0,Neutral
  Can wait  to hear  demand Communist platform is good. Hot Seat is good for u . T ,0.6833333333333335,0.5499999999999999,Positive
"With Millions in Hand From  , OUSD Scrambles to Get Students Tech Devices Before School Starts ",0.0,0.0,Neutral
   I would humbly ask that you inquire of Mr.  why the Star of David has been deem ,0.4,-0.2,Negative
  confirms he has tantric groupsex with the mythological yeti,0.0,0.0,Neutral
